writer,num_articles,gender,last_url
Josh Holder,1,male,https://www.theguardian.com/world/ng-interactive/2019/mar/29/a-year-of-bloodshed-at-gaza-border-protests
Walter Shapiro,8,male,https://www.theguardian.com/commentisfree/2019/jun/20/trump-2020-election-campaign-kick-off-freedom
Ellie Mae O Hagan,3,female,https://www.theguardian.com/commentisfree/2019/jun/04/gender-equality-world-system-parity-2030
Mike Leigh,1,male,https://www.theguardian.com/film/2019/feb/15/mike-leigh-on-albert-finney-had-he-not-backed-me-my-career-might-never-have-happened
Amanda Mcdonald,1,female,https://www.theguardian.com/lifeandstyle/2019/feb/15/experience-i-survived-my-own-funeral-amanda-mcdonald
Grace Dent,3,male,https://www.theguardian.com/commentisfree/2019/jul/06/grace-dent-failed-driving-test-why-have-i-bought-a-car
Margot Boyer-Dry,1,female,https://www.theguardian.com/lifeandstyle/2019/feb/15/running-is-the-hot-new-fitness-trend-only-now-you-pay-for-it
Daniel Immerwahr,1,male,https://www.theguardian.com/news/2019/feb/15/the-us-hidden-empire-overseas-territories-united-states-guam-puerto-rico-american-samoa
Catherine Baksi,2,female,https://www.theguardian.com/law/2019/mar/29/landmarks-in-law-the-90s-fishing-case-that-stoked-uk-euroscepticism
Jacqueline Mroz,1,female,https://www.nytimes.com/2019/02/16/health/sperm-donation-dna-testing.html
Robyn Kanner,1,female,https://www.nytimes.com/2019/02/16/opinion/esquire-american-boy-cancel-culture.html
Zach Messitte,1,male,https://www.nytimes.com/2019/02/16/opinion/nba-all-star-game-coppa-italia.html
Adam Grant,1,male,https://www.nytimes.com/2019/02/15/opinion/sunday/email-etiquette.html
Elisabeth Vincentelli,1,female,https://www.nytimes.com/2019/02/13/theater/isabelle-huppert-atlantic-theater-company.html
Hilton Als,1,male,https://www.nytimes.com/2019/02/14/t-magazine/how-rachel-weisz-saved-my-life.html
Elizabeth Joseph,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/PYjMkyfpWPc/index.html
Rob Picheta-Shelrose,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/Z9o5-DgEzRM/index.html
Katie Galioto,158,female,https://www.politico.com/story/2019/05/31/nunes-mueller-backup-source-documentation-1349437
Jane Mulkerrins,1,female,https://www.theguardian.com/film/2019/feb/16/you-frequently-have-to-sew-them-into-the-dress-secrets-of-the-hollywood-stylist
Sally Williams,1,female,https://www.theguardian.com/world/2019/feb/16/last-option-not-first-rise-tasering
Thomas Eaton,4,male,https://www.theguardian.com/lifeandstyle/2019/mar/30/quiz-which-river-flows-over-victoria-falls-thomas-eaton
Radhya Al-Mutawakel,1,unknown,https://www.theguardian.com/global-development/2019/feb/16/have-world-leaders-really-got-the-will-to-bring-peace-to-yemen-radhya-al-mutawakel
Gregg Bakowski,6,male,https://www.theguardian.com/sport/live/2019/jul/01/wimbledon-2019-djokovic-osaka-and-edmund-in-action-on-day-one-live-venus-williams-cori-gauff-halep-wawrinka
Tamal Ray,5,unknown,https://www.theguardian.com/food/2019/jun/08/olive-oil-rosemary-lemon-drizzle-cake-recipe-tamal-ray
Matt Roberts,1,male,https://www.theguardian.com/lifeandstyle/2019/feb/16/fitness-tips-matt-roberts-injury-preventing-exercises-for-runners
Trita Parsi,2,unknown,https://www.theguardian.com/commentisfree/2019/apr/12/trump-iran-us-terror-designation-revolutionary-guards-latest
Andy Puzder,1,male,https://www.washingtonpost.com/opinions/is-your-confidence-in-the-economy-rising-you-can-thank-trump-for-that/2019/02/14/af04bace-308e-11e9-8ad3-9a5b113ecd3c_story.html
Rick Rojas,3,male,http://www.nytimes.com/2019/05/30/nyregion/sept-11-memorial-nyc.html
Bill De Blasio,2,male,https://www.nytimes.com/2019/02/16/opinion/amazon-new-york-bill-de-blasio.html
Nona Willis Aronowitz,1,female,https://www.nytimes.com/2019/02/16/opinion/sunday/sex-power-feminism.html
Amy Liu,1,female,https://www.nytimes.com/2019/02/16/opinion/amazon-new-york.html
Sandeep Jauhar,1,unknown,https://www.nytimes.com/2019/02/16/opinion/sunday/death-definition.html
Travis Jeppesen,3,male,https://cn.nytimes.com/asia-pacific/20190221/north-korea-black-market-economy/
David Tanis,5,male,https://cooking.nytimes.com/68861692-nyt-cooking/2975650-our-best-summer-potluck-or-picnic-recipes
Diana Kapp,1,female,https://www.nytimes.com/2019/02/14/style/meeting-my-84-year-old-fathers-new-girlfriend.html
Robert D. Mcfadden,8,male,http://www.nytimes.com/2019/07/09/us/politics/ross-perot-death.html#commentsContainer
Christopher Kimball,8,male,https://www.bostonglobe.com/magazine/2019/04/23/recipes-how-make-perfect-homemade-pizza/rE93vX2IqgssFM3UQWNUcL/story.html
Giulietta Nardone,1,female,https://www.bostonglobe.com/magazine/2019/02/01/those-three-little-magic-words/JC3eBuYnOUSJL1zIcClBCP/story.html
Warren Farrell,1,male,https://dailycaller.com/2019/02/14/farrell-parkland-fatherhood/
Rob Picheta-Olga Pavlova,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WSdSsKUlpFg/index.html
Steve Inskeep,6,male,https://www.npr.org/2019/06/21/734605683/irans-u-n-ambassador-u-s-escalating-hostilities-like-a-knife-under-your-throat
Jonathan Ahl,1,male,https://www.npr.org/sections/thesalt/2019/01/26/687852367/people-strongly-against-gmos-had-shakier-understanding-of-food-science-study-fin
Laurel Morales,1,female,https://www.npr.org/sections/health-shots/2019/05/29/726615238/for-many-navajos-getting-hooked-up-to-the-power-grid-can-be-life-changing
Lin Jenkins,1,male,https://www.theguardian.com/business/2019/feb/16/flybmi-collapses-blaming-brexit-uncertainty
Ruth Quinn,1,female,https://www.theguardian.com/film/2019/feb/16/bruno-ganz-actor-who-played-hitler-in-downfall-dies-aged-77
Matthew Teague,1,male,https://www.theguardian.com/books/2019/feb/17/the-unwinding-of-the-miracle-review-cancer-memoir-julie-yip-williams
Fiona Noble,2,female,https://www.theguardian.com/books/2019/may/25/matt-haig-interview-evie-and-the-animals
Stewart Rhodes,4,male,https://www.infowars.com/call-to-action-march-2-human-wall-of-patriots-on-border-to-support-trumps-emergency-declaration/#vuukle-comments
Marty Gottesfeld,6,male,https://www.infowars.com/is-harvard-taking-the-bench-in-the-varsity-blues-scandal/#vuukle-comments
Daniel Bortz,2,male,https://www.washingtonpost.com/lifestyle/home/10-mistakes-to-avoid-when-you-spring-clean-your-house/2019/03/11/cafbcfb8-3adb-11e9-a06c-3ec8ed509d15_story.html
Kristen Hartke,3,female,https://www.npr.org/sections/thesalt/2019/04/18/707689763/saving-the-story-of-grits-a-dish-born-of-poverty-now-on-fine-dining-menus
Sean Mcelwee,2,male,http://www.nytimes.com/2019/03/27/opinion/sunday/green-new-deal-mcconnell.html
Liesl Schwabe,1,unknown,https://www.nytimes.com/2019/02/16/opinion/sunday/catholic-school-nuns-feminism.html
Barbara Brotman,1,female,https://www.nytimes.com/2019/02/16/opinion/sunday/queens-amazon.html
John Leland,2,male,https://www.nytimes.com/2019/03/22/nyregion/john-donohue-restaurants.html
David Laskin,1,male,https://cn.nytimes.com/travel/20190118/what-to-do-in-rome-36-hours/
Korsha Wilson,1,unknown,https://cn.nytimes.com/style/20190117/slice-joint-pizza-new-york-city/
Roger F. Noriega,1,male,http://www.latimes.com/opinion/op-ed/la-oe-noriega-venezuela-maduro-trump-20190217-story.html
Ramin Zahed,2,unknown,http://www.latimes.com/entertainment/envelope/la-en-mn-bohemian-rhapsody-sound-20190215-story.html#nt=barker
Daniel Miller,1,male,http://www.latimes.com/local/la-me-larger-than-life-street-racing-podcast-20190709-htmlstory.html
Lori Basheda,2,female,http://www.latimes.com/travel/la-tr-travel-escape-meditation-retreat-lake-shrine-self-realization-fellowship-20190609-htmlstory.html
Anne Burke,2,female,http://www.latimes.com/travel/la-tr-travel-escape-olympic-national-park-lake-crescent-washington-20190616-story.html
Tina Cassidy,1,female,https://www.bostonglobe.com/ideas/2019/02/15/cassidywomenvoting/S5ha6an7eJxadrBJW4KjyI/story.html
Michael Rezendes,1,male,https://www.bostonglobe.com/ideas/2019/02/14/with-much-its-leadership-compromised-catholic-church-irredeemable/O5oTVEuu57QUoFe8GGEuHM/story.html?p1=Article_FeatureStrip
Beth Wolfensberger Singer,4,female,https://www.bostonglobe.com/ideas/2019/04/19/why-like-look-and-look-lori-loughlin/cPFXI7GFPUEhWpi4KRJlOP/story.html
Katrin Bennhold,7,unknown,http://www.nytimes.com/2019/06/14/business/reimann-jab-nazi-keurig-krispy-kreme.html#commentsContainer
Matthew M. Burke,1,male,https://dailycaller.com/2019/02/16/false-witness-iraq-war-vet-freedom-wyoming-case/
Christopher Barron,2,male,https://dailycaller.com/2019/02/22/barron-trump-gay/
Rich Logis,2,male,https://dailycaller.com/2019/03/19/logis-census-immigrants/
Christopher Fay,1,male,https://dailycaller.com/2019/02/14/fay-homeless/
Katie Bernard,3,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/fVLnqpO3mXI/index.html
Matthew Chance,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/2F1-cktkKuU/index.html
Amit Amin-Naroop Jhooti,1,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/NcjAa7VPRUw/index.html
Bill Carter,4,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3owcqwsyUd0/index.html
Arkady Martine,3,unknown,https://www.npr.org/2019/05/06/719749592/belonging-and-betrayal-drive-the-action-in-storm-of-locusts
Alex Preston,3,male,https://www.theguardian.com/books/2019/jun/23/refugee-tales-migration-books-ungrateful-refugee-our-city-dina-nayeri-jon-bloomfield-jonathan-portes
Jeanette Winterson,1,female,https://www.theguardian.com/food/2019/feb/17/jeanette-winterson-wine-lover-cellar-secrets
Julia Raeside,1,female,https://www.theguardian.com/tv-and-radio/2019/feb/17/steve-coogan-alan-partridge-back-bbc-love-hate-relationship
Kasey Symons,2,male,https://www.theguardian.com/sport/2019/mar/20/photo-of-aflw-player-tayla-harris-is-not-the-problem-the-vile-trolls-are
Anthony Cummins,3,male,https://www.theguardian.com/books/2019/may/13/the-porpoise-mark-haddon-review
Andrew Clements,4,male,https://www.theguardian.com/music/2019/jul/04/john-luther-adams-become-desert-review
David George Haskell,1,male,https://www.theguardian.com/books/2019/feb/17/david-wallace-wells-uninhabitable-earth-review
Max Berlinger,5,male,http://www.latimes.com/fashion/la-ig-fashion-melania-trump-wore-white-so-did-camilla-20190603-story.html
Joanna Moorhead,8,female,https://www.theguardian.com/commentisfree/2019/jun/18/married-men-priests-start-roman-catholic-church-revolution
Emma Garland,1,female,https://www.theguardian.com/lifeandstyle/2019/feb/16/drop-vibrator-bin-marie-kondo-my-whole-life
Peter Stanford,4,male,https://www.theguardian.com/world/2019/jun/17/roman-catholic-church-could-allow-married-men-to-become-priests
Morton A. Klein,2,male,http://www.breitbart.com/national-security/2019/02/17/morton-klein-palestinian-culture-rewards-and-glorifies-murdering-jews/#disqus_thread
Linda Hirshman,3,female,https://www.theguardian.com/commentisfree/2019/jul/09/metoo-jeffrey-epstein-us-attorney-arrest
Adam Giannelli,1,male,https://www.washingtonpost.com/news/magazine/wp/2019/02/13/feature/i-found-my-stutter-prone-voice-by-exercising-my-political-one/
Scott Douglas,1,male,https://www.washingtonpost.com/lifestyle/wellness/in-a-bad-mood-exercise-can-help-heres-the-best-way-to-do-it/2019/02/11/5a42158a-2a6d-11e9-b2fc-721718903bfc_story.html
Amy Harmon,5,female,http://www.nytimes.com/2019/07/08/us/detroit-facial-recognition-cameras.html
Adam Jentleson,1,male,https://www.nytimes.com/2019/02/18/opinion/mitch-mcconnell-trump-emergency.html
David Sager,1,male,https://www.nytimes.com/2019/02/18/opinion/the-year-jazz-came-into-its-own.html
Laurie Edwards,1,male,https://www.nytimes.com/2019/02/17/opinion/girls-pain-sexual-abuse.html
David Wallace-Wells,2,male,http://www.latimes.com/opinion/op-ed/la-oe-wallace-wells-climate-change-delusions-20190227-story.html
M.H. Miller,1,unknown,https://www.nytimes.com/2019/02/18/t-magazine/jasper-johns.html
Jim Robbins,1,male,https://www.nytimes.com/2019/02/18/science/bats-white-nose-syndrome.html
Lin Qiqing,1,male,https://www.nytimes.com/2019/02/07/technology/facebook-china-internet.html
Vicky Xiuzhong Xu,1,female,https://cn.nytimes.com/asia-pacific/20190215/chinese-tourism/
Joseph Serna,19,male,http://www.latimes.com/local/lanow/la-me-california-braces-for-new-wildfires-20190614-story.html
Shirley Svorny,1,male,http://www.latimes.com/opinion/op-ed/la-oe-svorny-paid-leave-los-angeles-20190218-story.html
Bruce Baert,1,male,http://www.latimes.com/opinion/op-ed/la-oe-baert-trump-presidents-quotes-20190218-story.html
Sharon Rosen Leib,1,female,http://www.latimes.com/opinion/op-ed/la-oe-leib-dixie-northam-race-20190218-story.html
Ieva Jusionyte,1,unknown,http://www.latimes.com/opinion/op-ed/la-oe-jusionyte-border-emergency-responders-20190217-story.html
Judy Belk,1,male,http://www.latimes.com/opinion/op-ed/la-oe-belk-20190217-story.html
Zac Boyer,1,male,http://www.latimes.com/travel/la-tr-bobsledding-in-norway-20190217-story.html
David Bernhart,2,male,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-david-bernhart-20190216-story.html#nt=barker
Garrett Andrew Schneider,1,male,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-garrett-schneider-20190112-story.html#nt=barker
Angelica Oung,1,female,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-angelica-oung-20181208-story.html#nt=barker
Barrie Pink,1,male,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-barrie-pink-20191206-story.html#nt=barker
Anna Stigen,1,female,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-anna-stigen-20181124-story.html#nt=barker
Jon Roe,1,male,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-jon-roe-20181116-story.html#nt=barker
Lee Pelton,2,male,https://www.bostonglobe.com/opinion/2019/03/11/investing-tourism-and-arts-boosts-mass-economy/oEY6fgw53up8pWqzGK2SZO/story.html
Erin Kuschner,1,male,http://www.latimes.com/style/laaffairs/la-hm-car-escape-hatch-erin-kuschner-la-affairs-20190518-story.html
Gordon Crovitz,1,male,https://dailycaller.com/2019/02/17/crovitz-newsguard/
Josh B. Mcgee,1,male,http://www.latimes.com/opinion/op-ed/la-oe-mcgee-retirement-savings-crisis-401k-pensions-20190621-story.html
Stephen Wright,1,male,https://www.huffpost.com/news/topic/extremism
Bukola Adebayo,4,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/SGcaD5To0xg/index.html
Pauline Bartolone,1,female,https://www.npr.org/2019/02/17/695205917/their-home-survived-the-camp-fire-but-their-insurance-did-not
Elaine Schattner,1,female,https://www.npr.org/sections/health-shots/2019/02/17/694918793/not-letting-it-define-us-walking-the-runway-with-metastatic-breast-cancer
Jacob Pinter,3,male,https://www.npr.org/2019/02/16/695437508/actor-bruno-ganz-by-turns-an-angel-and-a-tyrant-dies-at-77
Jerad Walker,2,unknown,https://www.npr.org/2019/04/11/711766328/first-listen-anna-tivel-the-question
Brittney Mckenna,2,female,https://www.npr.org/2019/04/04/709069020/first-listen-shovels-rope-by-blood
Martha Anne Toll,7,female,https://www.npr.org/2019/06/26/732052345/when-we-were-arabs-is-a-nostalgic-celebration-of-a-rich-diverse-heritage
David Crouch,2,male,https://www.theguardian.com/cities/2019/may/01/hate-is-always-local-the-swedish-city-that-said-no-to-neo-nazis
Chris Mandle,2,male,https://www.theguardian.com/tv-and-radio/2019/apr/09/spolier-alert-tv-and-film-protect-their-blockbusters
Mat Youkee,1,unknown,https://www.theguardian.com/world/2019/feb/18/panama-papers-tightened-the-noose-on-offshore-assets-of-maduros-inner-circle
Julia Ebner,2,female,https://www.theguardian.com/commentisfree/2019/may/23/austria-crisis-europe-far-right-freedom-ibiza-scandal
Steven Poole,3,male,https://www.theguardian.com/books/2019/may/10/biodiversity-word-of-the-week
Eamonn Forde,3,unknown,https://www.theguardian.com/music/shortcuts/2019/jul/01/taylor-swift-is-furious-at-the-sale-of-her-master-tapes-but-shes-luckier-than-most
Hannah Verdier,3,female,https://www.theguardian.com/culture/2019/may/04/trampled-tents-vip-and-breakups-writers-worst-festival-moments
Eliza Apperly,1,female,https://www.theguardian.com/cities/2019/feb/18/stumbling-stones-a-different-vision-of-holocaust-remembrance
John Pitchers,1,male,https://www.theguardian.com/society/2019/feb/18/autopsy-someone-unrecognisable-person-mortuary
Marek Kohn,1,unknown,https://www.theguardian.com/technology/2019/feb/17/is-the-era-of-artificial-speech-translation-upon-us
P.J. Gladnick,2,unknown,https://www.infowars.com/scott-adams-how-long-before-we-see-trump-derangement-syndrome-used-as-a-legal-defense/#vuukle-comments
Nicholas Fondacaro,10,male,https://www.infowars.com/abc-hides-trump-approval-surge-with-voters-says-hes-in-trouble/#vuukle-comments
Dylan Baddour,2,male,https://www.npr.org/2019/03/29/707223240/time-to-act-venezuelans-who-fled-to-colombia-are-eager-to-oust-maduro
Andrew Zaleski,1,male,https://www.washingtonpost.com/lifestyle/magazine/a-tour-of-what-may-be-one-of-the-nations-most-bizarrely-gerrymandered-districts/2019/02/08/6351ef22-232b-11e9-ad53-824486280311_story.html
Michelle Andrews,2,female,https://www.npr.org/sections/health-shots/2019/05/29/727596397/mired-in-medical-debt-federal-rule-changes-proposed-for-bill-collectors
John Rogers,1,male,https://www.washingtonpost.com/local/obituaries/jim-pike-lead-singer-with-hitmaking-vocal-group-the-lettermen-dies-at-82/2019/06/20/f889584c-937d-11e9-aadb-74e6b2b46f6a_story.html
Adam Nagourney,2,male,https://www.nytimes.com/2018/07/30/us/california-high-speed-rail.html#commentsContainer
Liz Mair,4,female,http://www.nytimes.com/2019/05/08/opinion/mountain-west-rust-belt-2020.html
Robert Chesney,1,male,https://www.nytimes.com/2019/02/19/opinion/why-trumps-emergency-mess-means-danger-for-the-courts.html
Noah Rothman,1,male,https://www.nytimes.com/2019/02/18/opinion/jussie-smollett-attack.html
Gal Beckerman,1,unknown,https://www.nytimes.com/2019/02/18/books/review/akiko-busch-how-to-disappear-jane-brox-silence.html
Mike Kupper,4,male,https://www.latimes.com/local/obituaries/la-me-bart-starr-packers-dies-20190526-story.html#nt=tertiarynavbar
Mary Rourke,1,male,http://www.latimes.com/local/obituaries/la-me-karl-lagerfeld-20190219-story.html
Paul Tullis,1,male,http://www.latimes.com/business/la-fi-self-driving-car-insurance-20190219-story.html
Cole Kazdin,1,male,http://www.latimes.com/opinion/op-ed/la-oe-kazdin-los-angeles-housing-crisis-eviction-marie-kondo-20190219-story.html
Yossi Klein Halevi,1,unknown,http://www.latimes.com/opinion/op-ed/la-oe-halevi-why-israelis-hate-bds-20190219-story.html
Tony Capaccio,1,male,http://www.latimes.com/business/la-fi-spacex-military-launches-20190219-story.html
Fiona Ma,1,female,http://www.latimes.com/fashion/la-ig-wwd-burberry-apology-controversial-hoodie-20190219-story.html
Kathryn Miles,1,female,https://www.bostonglobe.com/magazine/2016/08/24/when-you-find-body-the-last-days-hiker-gerry-largay/DcaZf6RcojOTN2LNsOXm0K/story.html?p1=BGMenu_Article
Francesco C. Cesareo,1,male,https://www.bostonglobe.com/opinion/2019/02/19/laity-must-play-oversight-role-reform-catholic-church/Wuy90RoDkTVRGYYgYBWkJK/story.html
Paul Sracic,2,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/1HCtR2zYH2M/index.html
Atika Shubert,1,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/2IrQFn_vn5g/index.html
Lucia Benavides,3,female,https://www.npr.org/2019/04/27/716706293/in-spains-election-far-right-could-win-first-seats-in-parliament-in-decades
Nina Martyris,3,female,https://www.npr.org/sections/thesalt/2019/05/28/722875100/when-tea-reaches-its-boiling-point-in-fiction-so-too-may-the-story
Jackie Fortier,3,male,https://www.npr.org/sections/health-shots/2019/04/12/712501336/republican-state-lawmakers-split-over-their-anti-abortion-strategies
Tariq Ali,1,unknown,https://www.theguardian.com/film/2019/feb/19/malcolm-x-oxford-kill-me-soon-assassination-tariq-ali
Rachel Obordo,9,female,https://www.theguardian.com/politics/2019/jun/21/life-is-a-game-for-them-readers-on-hunt-facing-johnson-tory-leadership
Robert Verkaik,6,male,https://www.theguardian.com/uk-news/2019/feb/22/shamima-begum-willing-to-change-in-plea-to-retain-british-citizenship
Chris O'Leary,1,male,https://www.theguardian.com/music/2019/feb/19/teenage-wildlife-ashes-to-ashes-the-songs-of-david-bowie-chris-o-leary
Hubert Adjei-Kontoh,5,male,https://www.theguardian.com/us-news/2019/apr/20/mike-gravel-2020-presidential-campaign
Alex Clark,5,male,https://www.theguardian.com/commentisfree/2019/jul/07/if-libertarians-cared-about-give-them-more-control-not-fizy-drinks-sin-taxes-boris-johnson
Carson Vaughan,2,male,https://www.npr.org/2019/06/27/736037164/-aloha-rodeo-offers-alternative-to-cowboy-clich
Stephen Dark,1,male,https://www.theguardian.com/us-news/2019/feb/19/powder-mountain-utah-wealth-influx-summit-series-local-reaction
Brian S. Hooker,2,male,https://www.infowars.com/doctors-testimony-tears-apart-measles-vaccine/#vuukle-comments
Ryan Gillespie,1,male,https://www.orlandosentinel.com/news/orange/os-ne-orlando-autonomous-bus-20190219-story.html
Sarah Mccrory,52,female,https://radio.foxnews.com/2019/07/01/guy-benson-show-07-01-19/
Nicole Lyn Pesce,1,female,https://www.marketwatch.com/story/vanity-fair-editor-hits-back-on-betos-born-to-run-quote-regrets-he-did-say-it-2019-05-16
Marieke Van Der Velden,1,unknown,https://www.washingtonpost.com/photography/2019/02/12/surreal-images-belgiums-aalst-carnival-unesco-masterpiece-oral-intangible-heritage-humanity/
Claire Haug,1,male,https://www.nytimes.com/2019/02/05/style/the-edit-normal-unconventional-family.html
Larry Buchanan,2,male,http://www.nytimes.com/interactive/2019/01/26/us/politics/trump-contacts-russians-wikileaks.html
Thomas Kaplan,20,male,http://www.nytimes.com/2019/07/05/us/politics/kamala-harris-fundraising.html
Ben Casselman,7,male,https://cn.nytimes.com/business/20190531/trump-tariff-manufacturer/
Avram Alpert,1,male,https://www.nytimes.com/2019/02/20/opinion/the-good-enough-life-philosophy.html
Christopher Clarey,2,male,http://www.nytimes.com/2019/06/06/sports/tennis/rafael-nadal-roger-federer-french-open-carlos-moya.html
Daphne Merkin,1,female,https://www.nytimes.com/2019/02/20/books/review/sleeping-with-strangers-david-thomson.html
Mitchell T. Maki,1,male,http://www.latimes.com/opinion/op-ed/la-oe-maki-japanese-internment-20190220-story.html
Todd Martens,15,male,http://www.latimes.com/entertainment/herocomplex/la-et-hc-recommended-game-super-mario-maker-2-20190703-story.html
Gaspard Sebag,1,unknown,http://www.latimes.com/business/la-fi-ubs-french-fine-20190220-story.html
Michael Kunzelman,1,male,https://news.yahoo.com/man-charged-online-threat-lynch-181738490.html
Lauryn Overhultz,290,female,https://dailycaller.com/2019/06/20/ashton-kutcher-mila-kunis-marriage-rumors/
Al Weaver,2,male,https://dailycaller.com/2014/09/24/jay-carney-and-bill-kristol-disagreed-today-and-all-is-now-right-with-the-world-video/
Robert Wasinger,1,male,https://dailycaller.com/2019/02/19/wasinger-venezuela-maduro/
Donna Rice Hughes,1,female,https://dailycaller.com/2019/02/19/huges-barr-pornography/
Eddie Zipperer,1,male,https://dailycaller.com/2019/03/26/zipperer-biden-abrams/
Christine Quinn,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/7UIi5eE_kSM/index.html
Michael Waldman,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/kVu9fikx49A/index.html
Marshall Allen,1,male,https://www.npr.org/sections/health-shots/2019/02/20/694719998/insurers-hand-out-cash-and-gifts-to-sway-brokers-who-sell-employer-health-plans
Elizabeth Blair,2,female,https://www.npr.org/2019/02/21/696471501/hollywood-diversity-report-finds-progress-but-much-left-to-gain
Karen Brown,1,female,https://www.nytimes.com/2019/05/11/opinion/sunday/dna-tests-testing.html
David Herszenhorn,7,male,https://www.politico.com/story/2019/06/29/trump-mbs-khashoggi-g20-1390412
Dorian Lynskey,3,male,https://www.theguardian.com/books/2019/may/19/legacy-george-orwell-nineteen-eighty-four
Andrew Smith,2,male,https://www.theguardian.com/commentisfree/2019/jun/20/selling-arms-to-the-saudis-was-always-immoral-now-it-is-unlawful-too
Lucy Mccormick,1,female,https://www.theguardian.com/commentisfree/2019/feb/20/clitoris-gift-ingrained-fear-fgm-tackle-outdated-mysogynistic-views-sex
Daniel Harris,7,male,https://www.theguardian.com/sport/live/2019/jul/02/bangladesh-v-india-cricket-world-cup-2019-live
Adam Byatt,1,male,https://www.theguardian.com/food/2019/feb/20/adam-byatt-ratatouille-recipe
Tim Ecott,1,male,https://www.theguardian.com/travel/2019/feb/20/faroe-islands-closed-for-maintenance-voluntourism-sustainability
Chris Michael,7,male,https://www.theguardian.com/cities/2019/jun/14/has-tokyo-reached-peak-city
Veronica Horwell,1,female,https://www.theguardian.com/fashion/2019/feb/19/karl-lagerfeld-obituary
Ben Warren,28,male,https://www.infowars.com/biden-speaks-to-small-crowd-media-hypes-as-overflow/#vuukle-comments
Siobhan Flattery,1,female,https://radio.foxnews.com/2019/05/16/the-fox-news-rundown-5-16-2019/
Will Wilkinson,2,male,https://www.nytimes.com/2019/02/21/opinion/billionaires-innovation.html
Jason Gelbort,1,male,https://www.nytimes.com/2019/02/21/opinion/myanmar-constitution-amendment-military-aung-san-suu-kyi-burma.html
Vera Mironova,1,female,https://www.nytimes.com/2019/02/20/opinion/islamic-state-female-fighters.html
Ban Ki-Moon,1,unknown,https://www.theguardian.com/world/2019/feb/24/ban-ki-moon-uk-must-stop-investing-in-fossil-fuels-in-developing-countries
Jennifer Schuessler,8,female,http://www.nytimes.com/2019/06/04/arts/king-fbi-tapes-david-garrow.html
Sarah A. Khan,1,female,https://www.nytimes.com/2019/02/21/travel/what-to-do-in-goa-india.html
Peter Mehlman,1,male,https://www.nytimes.com/2019/02/21/movies/oscars-thank-you-speeches.html
Barbara Isenberg,4,female,http://www.latimes.com/entertainment/arts/la-et-cm-rachel-chavkin-tattoos-20190605-story.html
Kavita Dawani,3,unknown,http://www.latimes.com/fashion/la-ig-los-angeles-fashion-manish-arora-20190329-story.html
James Densley,1,male,https://www.theguardian.com/uk-news/2019/feb/15/llanelli-hit-by-wave-of-county-lines-drug-gangs
Lia Picard,1,female,https://www.10best.com/interests/food-culture/10-creative-ways-cbd-is-added-to-food-and-drinks/
Kyle Peltz,2,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/BQ4rCQ4rSvQ/index.html
Hilary Whiteman,4,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/4-DOgGZTi5Q/index.html
Hilary George-Parkin,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/i6LFpRff-gM/index.html
Arnie Seipel,3,male,https://www.npr.org/2019/02/20/696475068/after-delay-michael-cohen-to-testify-on-capitol-hill-next-week
Sarah Kate Kramer,1,female,https://www.npr.org/sections/codeswitch/2019/02/20/695941323/when-nazis-took-manhattan
Rose Cartwright,1,female,https://www.theguardian.com/commentisfree/2019/feb/21/ocd-sex-disorder-pure-rose-cartwright
Emma John,5,female,https://www.theguardian.com/sport/2019/jun/08/afghanistan-new-zealand-cricket-world-cup-report
Mira Jacob,1,female,https://www.theguardian.com/commentisfree/2019/feb/20/racism-bigotry-good-talk-graphic-novel-excerpt
Radhika Sanghani,2,unknown,https://www.theguardian.com/lifeandstyle/2019/mar/05/dubai-princess-latifa-escape-uae-tiina-jauhiainen-one-year-on
Mark Joseph Williams,1,male,https://www.nytimes.com/2019/02/21/opinion/catholic-church-child-abuse.html
Charles Duhigg,1,male,https://cn.nytimes.com/usa/20190227/elite-professionals-jobs-happiness/
James Goodman,1,male,https://www.nytimes.com/2019/02/18/books/review/steve-luxenberg-separate-plessy-v-ferguson.html
